web_scraper_order,web_scraper_start_url,container_links,name,price,location,image
"1765225426-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4513225","Lapin","Prix sur demande","Mariste, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221783951852_user_photo223437_1548965813.31.png"
"1765225428-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4513662","Pigeon","Prix sur demande","Ouakam, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225431-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4517612","Lapin","35 000 CFA","Mariste, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221783951852_user_photo223437_1548965813.31.png"
"1765225433-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542193","Pigeons","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225436-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542217","Pigeons","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225438-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-jeune-king-4545200","Paire pigeon  jeune King","60 000 CFA","Mariste, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221783951852_user_photo223437_1548965813.31.png"
"1765225440-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-4548383","Pigeons King","60 000 CFA","Mariste, Dakar, Sénégal","https://s3-eu-west-1.amazonaws.com/coinafrique-app-assets/221783951852_user_photo223437_1548965813.31.png"
"1765225443-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chaire-4555523","Poulet de chaire","5 000 CFA","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225445-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4556321","Lapereau","10 000 CFA","Lac rose, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225447-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-modain-4561395","Pigeon Modain","160 000 CFA","Grand Yoff, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/bbf1ecb8-42c.png"
"1765225450-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4565457","Pigeon Lahor","20 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225452-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-lapereaux-4587998","Couples lapereaux","100 000 CFA","Keur Massar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/d4dca0aa-adc.png"
"1765225455-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-couple-mondain-4598304","Pigeons couple Mondain","170 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225457-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-marans-4603800","Poussin Marans","10 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225459-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4612083","Pigeons","Prix sur demande","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225462-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-bleu-lemon-4612273","Brahman bleu Lemon","40 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225464-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4612683","Poulets de chairs","3 500 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225466-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-oie-4619799","Poussin oie","35 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225469-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-manteau-opale-4621197","Pigeon voyageur Manteau Opale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225471-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4623025","Pigeons","100 CFA","Almadies 2, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225474-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4624891","Pigeon voyageur","15 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225476-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-4624920","Pigeon King","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225480-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-4624925","Pigeon Boulant","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225483-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-4644724","Brahma","25 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225485-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-hermine-standard-4650066","Couple  Brahma Herminé standard","80 000 CFA","Mbao, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/1caf81f7-ab3.png"
"1765225487-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-4651892","Œufs à couver","12 500 CFA","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225490-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-4653298","Pigeons Mondain","225 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225492-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4653331","Pigeon Texan","80 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225494-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4662585","Pigeons","50 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225497-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-andalou-4664895","Pigeon Mondain Andalou","300 CFA","Cambérène, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225499-127","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-a-manteau-4664901","Pigeon voyageur à manteau","Prix sur demande","Cambérène, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225502-128","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-andalou-4667144","Femelle andalou","250 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225504-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4667518","Poulets de chair","Prix sur demande","Mbour, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/288fd830-f06.png"
"1765225507-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-ecailler-4685152","Pigeon Mondain écailler","170 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225509-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageur-4690857","Couple Pigeons voyageur","15 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225511-132","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-male-voyageur-4690859","Pigeon Mâle voyageur","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225514-133","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4703012","Lapereaux","13 500 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225516-134","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-male-4704120","Pigeons King mâle","35 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225519-135","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4714367","Lapin Angora","20 000 CFA","Mamelles, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225521-136","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-negre-de-soie-4723223","Poulet Nègre de soie","35 000 CFA","Almadies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225523-137","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-4729764","Pigeons voyageurs","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225526-138","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4738369","Poulet","Prix sur demande","Thies, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225528-139","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4696598","Poulets de chair","1 500 CFA","Mbao, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/c15b91ea-89c.png"
"1765225530-140","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapereau-fauve-de-bourgogne-4751808","Couple lapereau fauve de bourgogne","40 000 CFA","Lac rose, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225533-141","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-4767951","Poulets","2 500 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225535-142","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-race-4787594","Poulet race","Prix sur demande","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225538-143","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/texan-pionnier-4800306","Texan pionnier","Prix sur demande","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225540-144","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-couple-mondain-4800310","Jeune couple Mondain","Prix sur demande","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225542-145","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4807398","Poule Brahma","95 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225546-146","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-du-pays-4807968","Poulet du pays","3 500 CFA","Saint Louis, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225548-147","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/hermines-et-cochins-4817873","Hermines et cochins","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225550-148","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-porteur-cailloute-paire-4818681","Cochin porteur caillouté paire","120 000 CFA","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225553-149","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahman-hiermines-4824501","Mâle brahman Hierminés","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225555-150","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-standard-4824502","Poussin Herminé standard","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225558-151","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-metisse-geant-et-californien-4829597","Lapereaux métisse Géant et Californien","15 000 CFA","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225560-152","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-mondain-2024-4840128","Jeune Mondain 2024","150 000 CFA","Thiaroye, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225563-153","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paires-engoura-4841263","Paires engoura","Prix sur demande","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225565-154","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-mondain-blanc-4853197","Couple pigeon mondain blanc","70 000 CFA","Mbao, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225568-155","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texan-4860848","Pigeons  Texan","20 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225570-156","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pan-indien-blanc-4860862","Pan indien blanc","35 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225572-157","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-noir-4862270","Pigeon mondain noir","170 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225575-158","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-et-porteur-cailloute-4862961","Cochin Caillouté Et Porteur Caillouté","Prix sur demande","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225577-159","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-4865409","Lapin nain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225579-160","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-gaditano-4884507","Pigeon Boulant Gaditano","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225582-161","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4917441","pigeon voyageur","Prix sur demande","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225584-162","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-et-boulants-4920745","Pigeons Voyageurs  et boulants","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225587-163","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-lapins-4932369","couples lapins","15 000 CFA","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225589-164","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4936101","Poule Brahma","Prix sur demande","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225591-165","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4936241","Pigeon voyageur","25 000 CFA","Mariste, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ec6a148f-523.png"
"1765225594-166","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-fermiers-4942161","Poulets Fermiers","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225596-167","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4946878","Pigeon voyageur","15 000 CFA","Mariste, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ec6a148f-523.png"
"1765225598-168","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4946879","Pigeon voyageur","Prix sur demande","Mariste, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ec6a148f-523.png"
"1765225603-169","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4966470","Lapin","15 000 CFA","Keur Massar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225606-170","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-4975038","Coq","3 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225608-171","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4975768","Lapins","15 000 CFA","Grand Yoff, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225610-172","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-4981240","Couple lapins","15 000 CFA","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225613-173","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4993341","Poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225615-174","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-pan-indien-4996843","Pigeon pan indien","10 000 CFA","Patte d'oie, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/c474b6aa-c3a.png"
"1765225618-175","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/rex-garenne-4998472","Rex garenne","Prix sur demande","Almadies 2, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225620-176","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-male-adulte-5000540","lapins mâle adulte","15 000 CFA","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225623-177","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mantau-ecailles-de-2-mois-5043101","Couple mantau écailles de 2 mois","15 000 CFA","Mbour, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225625-178","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-5044135","Poule Brahma","45 000 CFA","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225628-179","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-adulte-metisses-5064256","Couple adulte métisses","35 000 CFA","Pikine, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/2c424da7-9c9.png"
"1765225630-180","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-boulon-saxe-5069958","couple boulon saxe","45 000 CFA","Mariste, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/ec6a148f-523.png"
"1765225632-181","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondain-noir-5078519","Mondain noir","150 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225635-182","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-5080703","Poussin brahman","25 000 CFA","Pikine, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225637-183","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5085521","Pigeon Mondain","200 000 CFA","Rufisque, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225640-184","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lahore-lavande-5088564","Couple lahore lavande","30 000 CFA","Patte d'oie, Dakar, Sénégal","https://coinafrique-ads-photos.s3.amazonaws.com/photos/c474b6aa-c3a.png"
"1765225642-185","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-5104370","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225644-186","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-5107651","Poussin Herminé","36 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225647-187","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5119494","Lapin","12 000 CFA","Diamniadio, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225649-188","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-5119498","Lapin","12 000 CFA","Diamniadio, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225652-189","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-5121788","Pigeon Mondain","150 000 CFA","Guediawaye, Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
"1765225654-190","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-5179009","Poussin herminé","10 000 CFA","Dakar, Sénégal","https://static.coinafrique.com/static/images/defaultUser.png"
